applicant,application_date,application_number,document_date,document_number,inventor,title
山东新华制药股份有限公司,2008-07-10,CN200810138067.6,2011-05-25,CN101318907B,"朱连博,王翀,徐英,李兴泰",苯甲酸—2—[[1—甲基—2—[3—(三氟甲基)—苯基]乙基]氨基]乙酯盐酸盐的制备方法
山东新华制药股份有限公司,2010-06-29,CN201010211476.1,2012-01-11,CN102311394A,"朱连博,刘怀林,赵帅",一种5-乙基-5-苯基巴比妥酸的制备方法
山东新华制药股份有限公司,2010-12-28,CN201010608487.3,2011-04-13,CN102010361A,"商艳艳,张滨,李敏之,李兴泰,于小萍,张延如",氨氯地平中间体的制备方法
杭州师范大学,2010-10-21,CN201010513580.6,2011-02-16,CN101974578A,"章鹏飞,郑辉,顾海宁,张卫东,王能能",一种复合酶催化水解制备喹诺酮类羧酸中间体的方法
山东新华制药股份有限公司,2011-03-23,CN201110070866.6,2013-01-02,CN102120629B,"杜德平,宫怀正,王超学,吴建科,胡发明",一种气提法处理含氰废水的方法
浙江新华制药有限公司,2011-02-24,CN201110044604.2,2013-04-17,CN102153479B,"林邦平,杜晓东,蔡健",一种制备左氧氟沙星的酰化液中三乙胺的回收套用方法
山东新华制药股份有限公司,2013-09-09,CN201310407962.4,2013-12-11,CN103435567A,"商艳梅,宋广慧,张滨,郭照奎,于小萍",缬沙坦的精制方法
山东新华制药股份有限公司,2013-09-09,CN201310406944.4,2013-12-11,CN103435507A,"朱连博,郑忠辉,赵帅",L-α-甲基-3，4-二羟基苯丙氨酸的制备方法
山东新华制药股份有限公司,2013-12-09,CN201310660063.5,2014-03-05,CN103613544A,"何雪涛,王凯广,张玲,蒋姝慧",4-氨基安替比林生产工艺及其装置
潍柴动力股份有限公司,2015-12-29,CN201511022829.2,2016-03-23,CN105416092A,"方丽君,桑海浪,李少佳,段军峰,李清平",一种纯电动车防倒溜控制方法及系统
山东新华制药股份有限公司,2013-10-25,CN201310511174.X,2014-01-15,CN103508916A,"段会增,李兴泰,郭永军,徐英",扑热息痛的制备工艺
山东新华制药股份有限公司,2011-07-28,CN201110213941.X,2013-12-25,CN102344391B,"黄爱军,王翀,徐英,宋丽华,张岱",N-(4-乙酰氨基苯基)-N′，N′-二甲基乙脒的合成方法
潍柴动力股份有限公司,2015-10-27,CN201510708145.1,2018-04-03,CN105277369B,"许成,张鹏伟,王洪山,杜祥宁,冯文文",单支撑刚性连接柴油发电机组等效试验装置及其设计方法
潍柴动力股份有限公司,2017-10-18,CN201710971629.4,2018-03-09,CN107780998A,"刘兴龙,高伟,王东升,王意宝,王奉双",一种通用化集成式DOC‑DPF‑SCR后处理装置
山东新华制药股份有限公司,2012-12-24,CN201210572523.4,2013-08-07,CN103230376A,"汪洋,郑忠辉",辛伐他汀片的制备方法
潍柴动力股份有限公司,2017-11-20,CN201711158809.7,2018-03-09,CN107782560A,"韩玉鹏,万永召,赵兴亮",一种旁通式增压器故障检测方法及装置
潍柴动力股份有限公司,2015-12-25,CN201510992443.8,2018-04-03,CN105644561B,"王彦波,邓金涛,任宪丰,吴学强,李强",一种AMT车辆起步控制方法及系统
潍柴动力股份有限公司,2015-08-17,CN201510504354.4,2018-04-03,CN105003347B,"田红霞,许永信",一种发动机控制系统
潍柴动力股份有限公司,2015-12-16,CN201510943492.2,2018-04-03,CN105464819B,"胡洪昌,蒋文鑫,席永利,张学超,冯春涛",压路机的发动机控制系统和方法
山东晨鸣纸业集团股份有限公司,2010-10-19,CN201010511033.4,2012-06-27,CN101967777B,"陈洪国,夏继钢,庞军,金树民,张伟",一种防伪白卡纸及其制造方法
潍柴动力股份有限公司,2011-12-09,CN201110409465.9,2012-03-21,CN102384354A,"佟德辉,张德联",柴油机用气瓶充气装置
潍柴动力股份有限公司,2009-09-22,CN200910019018.5,2012-11-14,CN101655058B,"常国丽,张立君,李士振",防错插式喷油器线束支架
山东晨鸣纸业集团股份有限公司,2012-11-08,CN201210441865.2,2014-09-17,CN102926281B,"王松林,邵学军,张革仓",一种温致可逆变色荧光防伪纸及其制造方法
潍柴动力西港新能源发动机有限公司,2012-08-22,CN201210300518.8,2012-11-28,CN102798504A,"邵思东,徐永杰",测漏仪
潍柴动力股份有限公司,2012-08-01,CN201210272034.7,2012-10-24,CN102748181A,"岳广照,桑海浪,吕志华,张展腾",一种喷油器故障诊断方法和装置
潍柴动力股份有限公司,2012-08-02,CN201210273193.9,2012-10-31,CN102756658A,"韩尔樑,王宏宇,苗盼盼,郭焕刚",一种重型混合动力商用车的刹车方法及刹车装置
山东晨鸣纸业集团股份有限公司,2012-10-18,CN201210395963.7,2015-01-14,CN102912689B,"陈洪国,邵学军,张延军,张国英,张革仓,王勇,韩旭霞",一种白面涂布牛卡纸及其生产方法
寿光美伦纸业有限责任公司,2014-11-05,CN201420653307.7,2015-05-20,CN204343089U,"刘忠友,王明水,王伟华",一种水力碎浆机除湿防腐装置
常德中联重科液压有限公司,2013-09-30,CN201310462178.3,2015-08-26,CN103470815B,"苏洪昌,徐尧,杨红",平衡阀
潍柴动力股份有限公司,2012-07-27,CN201210264086.X,2012-10-31,CN102756729A,"韩尔樑,张守中,刘信奎,潘凤文,张芳",用于油电混合动力汽车的动力电池温控系统及控制方法
寿光美伦纸业有限责任公司,2014-11-05,CN201420653448.9,2015-05-20,CN204343090U,"刘福友,丁勇,桑有明",一种挤浆机储浆装浆装置
寿光美伦纸业有限责任公司,2014-11-05,CN201420653312.8,2015-05-20,CN204343092U,"刘福友,丁勇,桑有明",一种纤维回收机蒸汽回收装置
中联重科股份有限公司渭南分公司,2013-11-26,CN201310618936.6,2015-08-26,CN103627861B,"王发展,安高灵,刘太平,郑建校,丁蒲刚,付孝军",一种挖掘机动臂矫形消应力系统及矫形消应力的方法
湖南中联重科车桥有限公司,2013-11-12,CN201310559873.1,2016-05-04,CN103573928B,"许名苟,万永杰,刘固基,刘爱萍,狄迅通",一种减速器、轴承式行星齿轮、太阳轮
潍柴动力股份有限公司,2011-09-28,CN201110295432.6,2012-01-25,CN102331721A,"俞宜锴,常久鹏,王巍,钟凯",一种电控柴油机的动态仿真模拟测试方法、装置及系统
潍柴动力股份有限公司,2011-08-17,CN201110241574.4,2012-03-14,CN102374053A,"孙少军,佟德辉,李大明,徐文俊,刘兴义,桑海浪",用于控制喷油器的方法和设备
中集集团集装箱控股有限公司,2013-08-09,CN201310345373.8,2015-02-11,CN104339272A,"陈祥社,陶仁中,郎妙国,赵声录,饶鹏",竹筒的去竹青设备
寿光美伦纸业有限责任公司,2014-11-05,CN201420653314.7,2015-05-20,CN204343100U,"纪军,王明水,隋国海",一种压榨部纸边自动回收装置
寿光美伦纸业有限责任公司,2014-11-05,CN201420653329.3,2015-05-20,CN204343101U,"王光军,刘丰龙,杨方坤",一种涂布上料辊防水装置
上海中联重科桩工机械有限公司,2012-12-10,CN201210529204.5,2013-04-03,CN103010978A,"司志强,朱长林,胡骎,乔国华",用于滑轮的挡绳装置和滑轮组件
中联重科股份有限公司渭南分公司,2012-06-14,CN201210195453.5,2012-10-03,CN102699853A,杨凯,一种用于转动回转体的扳手
潍柴动力股份有限公司,2011-10-24,CN201110324392.3,2012-02-29,CN102363267A,"刘国千,刘春晖,刘建国",一种发动机壳体加工定位装置
潍柴动力股份有限公司,2011-12-23,CN201110440475.9,2012-06-13,CN102493882A,"杨合祥,陈小磊,方士国",一种多功率多脉谱的发动机控制系统以及发动机
南通中集特种运输设备制造有限公司,2013-10-16,CN201310481721.4,2015-04-29,CN104555162A,"王峰,许新祥,王爱军",卸料门结构及散货集装箱
中集集团集装箱控股有限公司,2015-04-03,CN201510158973.2,2015-08-26,CN104859258A,"刘方忠,李建平",喷标模材料
江西晨鸣纸业有限责任公司,2014-11-26,CN201420718647.3,2015-04-15,CN204261363U,陈洪国,一种生物胶乳的浓缩装置
江西晨鸣纸业有限责任公司,2014-11-26,CN201420718405.4,2015-04-15,CN204266063U,陈洪国,一种湿部淀粉上料系统
上海中联重科桩工机械有限公司,2012-07-11,CN201210240216.6,2012-10-17,CN102730589A,"陆军,刘发民,乔国华,朱长林,刘亮",卷扬装置及其液压回路、旋挖钻机、工程机械
中联重科股份有限公司渭南分公司,2012-07-23,CN201210255534.X,2012-11-14,CN102777272A,"单晓宁,陶思扬,王科,王亮",一种过载保护控制设备、方法、系统及工程机械
潍柴动力股份有限公司,2011-12-02,CN201110396232.X,2012-06-13,CN102493862A,"赵晓嵩,靳海龙,严江,张有,乔海周,雷保军,纪嘉伟",一种汽车导风罩
潍柴动力股份有限公司,2011-11-14,CN201110360474.3,2012-06-20,CN102505979A,"孙少军,张纪元,陶建忠,王意宝,张素英,王奉双,张建华",一种连接装置及集成式SCR催化消声器
潍柴动力股份有限公司,2011-10-10,CN201110304880.8,2012-06-20,CN102505716A,"刘林,赵秀敏,王朝辉",混合动力推土机及其动力系统
中集集团集装箱控股有限公司,2014-03-04,CN201410077042.5,2015-07-29,CN104801975A,"沈玉龙,李耐傧,尚家运",钻扩孔装置、单机头钻扩孔机及多机头钻扩孔机
中集集团集装箱控股有限公司,2014-05-16,CN201410209987.8,2015-07-29,CN104801599A,"董旭,李建平,杨克辉,汪德禄,钟永强,贺文彬",集装箱门横梁冲压生产线
江西晨鸣纸业有限责任公司,2014-11-26,CN201420730224.3,2015-04-22,CN204280717U,陈洪国,一种表面胶淀粉制备的上料装置
山东晨鸣纸业集团股份有限公司,2016-11-01,CN201621160525.2,2017-10-10,CN206543465U,"张革仓,王鲁燕",一种改进的除砂器浆渣回收装置
山东晨鸣纸业集团股份有限公司,2016-10-28,CN201621187808.6,2017-10-10,CN206545133U,"张伟,张革仓",一种造纸机压榨辊
中联重科股份有限公司渭南分公司,2012-08-06,CN201210277109.0,2012-11-07,CN102767433A,"王科,任伟",保护发动机的控制设备、系统、方法及工程机械设备
上海中联重科桩工机械有限公司,2012-08-08,CN201210281011.2,2012-11-07,CN102767362A,"佘莉芳,常延沛,王强华,苑国庆,汪君",旋挖钻机的测深装置及包括该测深装置的旋挖钻机
中集集团集装箱控股有限公司,2014-03-04,CN201410077139.6,2015-09-09,CN104891058A,"陈竟华,黎西亚,赵小丽,伍素文",集装箱
中集集团集装箱控股有限公司,2013-11-28,CN201310628088.7,2015-06-03,CN104670750A,"黄田化,尚智明,于惠博,孙吉栋,尹相轻,李飞",保温箱体以及用于该保温箱体的内衬板的制作方法
扬州通利冷藏集装箱有限公司,2013-12-12,CN201310683015.8,2015-06-17,CN104712150A,"杨保同,刘华存,谭雪峰,周强",室外走廊及其运输方法
山东晨鸣纸业集团股份有限公司,2016-11-01,CN201621160511.0,2017-10-10,CN206545131U,"王鲁燕,张革仓",一种碱回收苛化绿液预加热装置
山东晨鸣纸业集团股份有限公司,2016-10-28,CN201621187806.7,2017-10-24,CN206581073U,"李志波,张伟,王鲁燕",一种改进的压榨部加压装置
江西晨鸣纸业有限责任公司,2011-12-26,CN201120551201.2,2012-08-15,CN202380341U,侯焕才,生物酶和胶粘物分散剂与脱墨浆混合用混料罐
中联重科股份有限公司渭南分公司,2012-06-14,CN201210195338.8,2012-10-10,CN102717843A,"贾文锦,徐茂林,黄蜂峰,孙德华",履带张紧装置、履带行走机构和液压挖掘机
中联重科股份有限公司渭南分公司,2012-07-05,CN201210231538.4,2012-10-10,CN102717844A,黄峰峰,液压式履带张紧装置、履带张紧方法和履带式工程机械
上海中联重科桩工机械有限公司,2012-06-12,CN201210193864.0,2012-10-03,CN102700621A,"尚志红,高超,曹杰劼",发动机罩以及包括该发动机罩的工程机械
广东新会中集特种运输设备有限公司,2013-12-05,CN201310657039.6,2015-06-10,CN104691983A,"张前先,李升奇,赵建刚,伍国权,李赛方,许波",一种台架式集装箱
扬州通利冷藏集装箱有限公司,2013-11-18,CN201310576420.X,2015-05-27,CN104652850A,"杨保同,陆玉柏,马力",一种集装箱
山东晨鸣纸业集团股份有限公司,2010-12-01,CN201020637281.9,2011-09-21,CN201981433U,"陈洪国,张延军,张怀强,张岩涛",一种防振式撕裂机挤压室固定装置
山东晨鸣纸业集团股份有限公司,2010-12-02,CN201020638318.X,2011-08-24,CN201942943U,"邵学军,王方,王光军,韩旭霞,胡艳君",一种浆料输送装置
中联重科股份有限公司,2010-09-14,CN201010280925.8,2012-10-24,CN101941620B,"朱长林,乔国华,刘发民",一种带有卷盘自由快放浮动控制的卷盘液压装置
常德中联重科液压有限公司,2013-05-09,CN201310168276.6,2013-07-31,CN103225633A,"刘先爱,潘文华",液压换向阀、液压换向阀组和工程机械
中集集团集装箱控股有限公司,2014-05-16,CN201410208928.9,2015-07-29,CN104801976A,"董旭,李建平,杨克辉,汪德禄,钟永强,贺文彬",集装箱短底横梁冲压生产线
中集集团集装箱控股有限公司,2014-12-03,CN201410730302.4,2015-07-29,CN104803132A,"黄吴飞,陈小军,许新祥,杨建峰",锁紧机构及具有其的硬开顶集装箱
山东晨鸣纸业集团股份有限公司,2010-12-01,CN201020637259.4,2011-08-24,CN201942940U,"王方,王光军,韩旭霞,胡艳君",一种小容积立式水力碎浆机轴装置
山东晨鸣纸业集团股份有限公司,2010-12-01,CN201020637303.1,2011-08-24,CN201942941U,"张怀强,张岩涛,王勇,韩旭霞",中大容积立式水力碎浆机转子装置
湖南中联重科车桥有限公司,2013-10-16,CN201310484467.3,2016-05-25,CN103511513B,"万永杰,全士华,王娟桃,刘松灵",鼓式制动结构与车辆
中联重科物料输送设备有限公司,2014-12-09,CN201410748123.3,2017-05-03,CN104609105B,"朱少立,钟毅生,肖业恒",箕斗提升机
中联重科股份有限公司,2016-12-14,CN201611152840.5,2017-05-03,CN106607170A,"徐建华,钟进,杨立山,陈辉,何剑",一种骨料‑水泥联产设备
中集集团集装箱控股有限公司,2014-06-04,CN201410245561.8,2015-07-29,CN104801982A,"钟永强,董旭,汪德禄,杨克辉,李建平",集装箱小门槛类部件生产线
中集集团集装箱控股有限公司,2014-03-28,CN201410125477.2,2015-07-29,CN104801863A,"韩园林,许浦申,朱德祥",金属卷材接带方法及设备
长沙中联重科环卫机械有限公司,2013-11-28,CN201310618642.3,2017-04-05,CN104674731B,"龙亮,肖庆麟,刘伯祥,吴小云,覃先云",扫盘和道路清洁车辆
常德中联重科液压有限公司,2015-08-20,CN201510513759.4,2017-07-07,CN105114663B,"居梦雄,廖启辉",换向阀的动态换向方法、换向阀和换向阀结构
中集集团集装箱控股有限公司,2014-06-04,CN201410244998.X,2015-07-29,CN104801600A,"汪德禄,杨克辉,刘永琼,钟永强,李建平",集装箱大门槛类部件生产线
上海中联重科桩工机械有限公司,2015-06-30,CN201510385813.1,2017-04-26,CN105003206B,"车霞,何欢",旋挖钻机、旋挖钻机的支腿伸缩控制系统及控制方法
中集集团集装箱控股有限公司,2014-03-18,CN201410100530.3,2015-07-29,CN104803129A,"刘毅,孙天宇",集装箱及集装箱角柱的铸造方法
中集集团集装箱控股有限公司,2014-03-21,CN201410109714.6,2015-07-29,CN104803127A,"孙吉栋,林霖,张洪春,窦义康",保温箱体
中集集团集装箱控股有限公司,2014-12-03,CN201410729690.4,2015-07-29,CN104803125A,"章志军,周卫华,丁志春,陆新林",锁紧机构及具有其的集装箱
中集集团集装箱控股有限公司,2015-03-03,CN201510094849.4,2015-07-29,CN104803124A,"樊平燕,孙吉栋,马兆云,张洪春,刘伟,孙立赢,王洪鑫,申兴沛",油箱内置的集装箱
中集集团集装箱控股有限公司,2015-03-24,CN201510130800.X,2015-07-29,CN104801145A,"周御卿,万文锋,郭雷,许恒",有机废气治理及在线监测系统
寿光美伦纸业有限责任公司,2014-11-05,CN201420653314.7,2015-05-20,CN204343100U,"纪军,王明水,隋国海",一种压榨部纸边自动回收装置
寿光美伦纸业有限责任公司,2014-11-05,CN201420653329.3,2015-05-20,CN204343101U,"王光军,刘丰龙,杨方坤",一种涂布上料辊防水装置
江西晨鸣纸业有限责任公司,2014-11-26,CN201420718647.3,2015-04-15,CN204261363U,陈洪国,一种生物胶乳的浓缩装置
江西晨鸣纸业有限责任公司,2014-11-26,CN201420718405.4,2015-04-15,CN204266063U,陈洪国,一种湿部淀粉上料系统
江西晨鸣纸业有限责任公司,2014-11-26,CN201420730224.3,2015-04-22,CN204280717U,陈洪国,一种表面胶淀粉制备的上料装置
